ref_no,title,tender_value,bid_submission_end_date,emd,bid_open_date
49/EE/ID/A-2/2025-26,"A/R & M/O work of various bungalows occupied by Supreme Court Judges under2/I Sub-Division during 2025-26 (SH: Roof cleaning, over head tank cleaning, sewer line cleaning & curing of seepage etc.)","₹5,70,742",06/06/2025 15:00,"₹11,415",06/06/2025 15:30
05/SE/DC-1/N-Divn/2025-26,Interior Renovation of Main Building Corridor in UPSC Dholpur House New Delhi. SH: Civil and E&M Works.Subwork/Packages:Civil and E&M Works,"₹1,97,10,642",10/06/2025 15:00,"₹3,94,213",10/06/2025 15:30
13/EE/QDIVN/2025-26,Renovation of 26 Nos toilets in MSIB complex at 35 S P marg New Delhi (SH providing  and fixing cubical partition in running work ) Additional work,"₹18,11,095",24/06/2025 15:00,"₹36,222",24/06/2025 15:30
14/EE/Q Divn/2025-26,Strengthening and repair work of badlay damaged outside wall of 02 nos block (01 to 06 and 07 to 09 ) and various misc. civil work of bapudham residential Qtrs under 2/Q sub division  at San Martin Marg New Delhi 2025-26,"₹25,94,477",24/06/2025 15:00,"₹51,890",24/06/2025 15:30
NIQ03/AE(E)/HCESD-I/IV/2025-26,Operation and Maintenance of Specialized service equipments LT and HT OH lines of 11 KV 315 KVA sub station 2 Nos street lights compound lights 250 KVA DG sets 2 Nos including internal electrical installation water supply pump sets in Residential buildings at NISA CISF Hakimpet Hyderabad SH Providing plug points at Abhimanyu HostelSubwork/Packages:Providing Plug points at Abhimanyu Hostel,₹0,10/06/2025 15:00,₹0,10/06/2025 15:30
05/BPED/2025-26,"Operation and Maintenance of MCH wing at BHU, Varanasi","₹1,48,49,245",11/06/2025 15:00,"₹2,96,985",11/06/2025 15:30
NIQ04/AE(E)/HCESD-I/IV/2025-26,Operation and maintenance of specialized service equipments LT and HT OH lines of 11 KV 315 KVA sub station 2 Nos street lights compound lights 250 KVA DG sets 2 Nos including internal electrical installation water supply pump sets in Residential and Non Residential Buildings at NISA CISF campus Hakimpet Hyderabad SH Providing plug points to Abhaya HostelSubwork/Packages:Providing plug points to Abhaya Hostel,₹0,10/06/2025 15:00,₹0,10/06/2025 15:30
54(6)/LESD-III/2025-26/51,"MOEI & Fans, Pump, Street Light in G.S.I.  Office Building at Aliganj, Lucknow. (SH:-Repairing/servicing of ACs).",₹0,09/06/2025 15:00,₹0,09/06/2025 15:30
33/AE(E)/KCESD-I/KCED-3/CPWD/2025-26,"ARMO of IEI & fans, water pump set, split type AC, Package type AC system, substation, lifts at existing building of STQC Directorate Eastern Regional Test Laboratory( East), at DN-63, Sector-V, Salt Lake City, Kolkata-700091 during FY 2025-26. (SH: Comprehensive maintenance of 1 no. of passenger Kone lift installed at ERTL Campus)","₹1,14,000",10/06/2025 15:00,"₹2,280",10/06/2025 15:30
05/SE/DC-7/PVMD/2025-26,"Upgradation of GPRA Qtrs. at Sector-3 and 7, Pushp Vihar, M.B. Road New Delhi during 2025-26. (Civil and Electrical works).Subwork/Packages:SH:- Civil and Electrical works","₹1,71,24,500",10/06/2025 15:00,"₹3,42,490",10/06/2025 15:30
10/25-26/HYD-III/HYD-Recall,"External  Repair works for Type C Quarters (72 Nos) at NIRDPR Campus, Rajendra Nagar, Hyderabad.","₹9,28,333",09/06/2025 15:00,"₹18,567",09/06/2025 15:30
30/EEE/VBED/2025-26,"Operation and Maintenance of Various EandM Services and Installation during 2025-26 at Udyog Bhawan, New Delhi (SH Repairing of APFC Panel, Allied Electrical Work)","₹13,52,307",10/06/2025 15:00,"₹27,046",10/06/2025 15:30
31/EEE/VBED/2025-26,"Operation and Maintenance of Various EandM Services and Installations during 2025-26 at Nirman Bhawan, New Delhi (SH Servicing and Overhauling of HT, LT Relay and Transformer at Sub-Station)","₹7,31,111",10/06/2025 15:00,"₹14,622",10/06/2025 15:30
12/EE/Jodhpur/2025-26,"A/R & M/O and Special Repair of NSSO Office Building at Sector-14, Udaipur during the year 2025-26Subwork/Packages:A/R & M/O and Special Repair work","₹11,27,379",10/06/2025 14:00,"₹22,548",10/06/2025 14:30
10(7)/NIQ/AE(E)-III/DED-201/2025-26/239,"RMO Electromechanical services at the residence of HMPs Lok Sabha and Rajya Sabha at BKS Marg, Dr. B.D. Marg & DDU Marg, New Delhi. (SH- Supply of Ceiling fan)Subwork/Packages:Supply of Ceiling fan","₹38,479",10/06/2025 15:00,₹770,10/06/2025 15:30
13/EE/Jodhpur/2025-26,A/R & M/O Residential & Non-Residential Buildings and outposts of NTRO at Udaipur during the year 2025-26Subwork/Packages:A/R & M/O Residential  & Non-Residential Building,"₹14,35,533",10/06/2025 14:00,"₹28,711",10/06/2025 14:30
64/AE(E)-II/FESD/2025-26,"Upgradation of existing EI & Fans at Old & New CGO Complex, NH-IV, Faridabad. (SH:- Providing and fixing Simian arrowhead devices.)Subwork/Packages:Providing and fixing Simian arrowhead devices.","₹5,97,700",10/06/2025 15:00,"₹11,954",10/06/2025 15:30
10(7)NIQ/AE(E)-III/DED-201/2025-26/240,"RMO Electromechanical services at the residence of HMPs Lok Sabha and Rajya Sabha at BKS Marg, Dr. B.D. Marg and DDU Marg, New Delhi. (SH-Supply of Chandelier)Subwork/Packages:Supply of Chandelier","₹38,435",10/06/2025 15:00,₹769,10/06/2025 15:30
28/AE(E)-3/DED-301/2025-26/3rd Recall,"Operation and Maintenance of various E&M services at Lokpal Office at Vasant Vihar, New Delhi dg 2025-26 (SH: Repair of Fire Engine & B Check of Fire Engine).Subwork/Packages:Repair of FIre Engine & B check of Fire Engine","₹83,713",10/06/2025 15:00,"₹1,674",10/06/2025 15:30
05/01/SE/EE/NITDD/CPWD/2025-26,"Renovation of ground floor of existing Gents Training Hostel for RLTRI, Gauripur, Bankura West Bengal. SH: Providing attached toilets to all rooms of ground floor including associated civil and electrical services relaying the ground floor with vitrified tiles, refurbishing of existing common toilets, internal painting of ground floor, modification of external sewerage line, external painting of entire building and construction of ramp facility for differently abled personSubwork/Packages:NA","₹1,45,86,932",10/06/2025 15:00,"₹2,91,740",10/06/2025 15:30
58/EE(E)/DED-101/2025-26 - Recall 1,"RMO 7 Nos. Passenger Lifts installed at VP Enclave, New Delhi. (SH: Annual Comprehensive maintenance of lifts.)","₹6,94,116",10/06/2025 15:00,"₹13,882",10/06/2025 15:30
08/2025-26/EE/Kol-I/Kolkata,"A/R & M/O Non-Residential building at 3 No. Govt. Place, Kolkata during 2025-26. SH: Periodical disposal of garbage, building rubbish & day-to-day maintenance and other miscellaneous works.","₹13,86,531",10/06/2025 15:00,"₹27,731",10/06/2025 15:30
19/EE(E)/CPWD/Jaipur/2025-26/AE(E)-I/Recall,Comprehensive maintenance of 08 Passengers and 13 Passenger lifts at different sites located at Jaipur for the F.Y. 2025-26 & 2026-27.,"₹15,80,112",10/06/2025 15:00,"₹31,602",10/06/2025 15:30
37/AE( E)/ KCESDI/KCEDI/CPWD/2025-26,"MOEI and Fans including Compound Light , RMO Motor Pump set, DG Set, Lifts Substation equipments, Wet Riser, Fire alarm at CISF Complex EM Bye pass Kasba Kolkata during 2025-26(SH: Comprehnsive maintenance of AC machine installed at CISF HQ Kasba)","₹3,96,480",10/06/2025 15:00,"₹7,930",10/06/2025 15:30
03/AE-I/03/EE/BFD-VII/2025-26,"Comprehensive maintenance work to IBB Road from IBBR-19A in Murshidabad District of West Bengal during 2025-2026. SH: Providing services of one No. inspection vehicle for office of the Assistant Engineer, Sub-Division-I, BFD-VII, IBBZ-I, CPWD, Cossimbazar, Murshidabad, W.B. for 6(Six) months.Subwork/Packages:Providing services of one No. inspection vehicle for office of the Assistant Engineer, Sub-Division-I, BFD-VII, IBBZ-I, CPWD, Cossimbazar, Murshidabad, W.B. for 6(Six) months.","₹2,68,291",10/06/2025 15:00,"₹5,366",10/06/2025 15:30
34/EE(E)/KCED-3/CPWD/2025-26,"SITC of 40 KVA (2 x20 KVA) online UPS for Computer LAB etc. at NIELIT, Salt Lake, Campus, 35, BF Block, Sec-I, Salt Lake, Kolkata-700064.","₹10,75,402",10/06/2025 15:25,"₹21,508",10/06/2025 15:30
09/NIT/EE/KCD/2025-26 - Recall 2,"Construction of Poultry Shed-2 under AICRP Poultry at ICAR Nagaland Centre, Medziphema, Nagaland.","₹9,32,000",10/06/2025 15:00,"₹18,640",10/06/2025 15:30
34/EE & SM (E)/SCPED/2025-26,MO E&M services at Supreme Court of India New DelhiSubwork/Packages:Comprehensive maintenance of various make VRV/VRF System installed at various location of Administrative Building Complex New Delhi,"₹9,19,296",10/06/2025 15:00,"₹18,386",10/06/2025 15:30
09/2025-26/EE/Kol-I/Kolkata,"Mechanized housekeeping works for day-to-day cleaning of toilets including cleaning of wall & floor tiles of toilet of 1st MSO Building, cleaning of marble at ground floor lift lobby, cleaning of Vitrified tiles at lift lobby of each floor, 4th,5th & 6th floor passage corridoor of 1st MSO Building CPWD Nizam Palace Kolkata during 2025-26.","₹23,99,059",10/06/2025 15:00,"₹47,981",10/06/2025 15:30
09/DD(H)/HDC/CPWD/2025-26,"Landscaping and Development of garden area attached to Indira Gandhi National Forest Academy, FRI under Dehradun Horticulture Sub-Division, DD(Hort.) Chandigarh, CPWD during 2025-26Subwork/Packages:Horticulture work","₹24,17,760",10/06/2025 15:00,"₹48,355",10/06/2025 15:30
33/EE E/DED-61/2025-26,1 RMO VARIOUS ELECTRICAL AND MECHNICAL SERVICES AT NCERT NEW DELHI 2 RMO VARIOUS ELECTRICAL AND MECHANICAL SERVICE AT NIEPA NEW DELHI 3 RMO VARIOUS ELECTRICAL AND MECHANICAL SERVICES AT CIET NEW DELHI SH AMC OF SERVO VOLTAGE STABLIZER,"₹6,74,064",10/06/2025 15:00,"₹13,481",10/06/2025 15:30
19/NIT/EE/AE/AASD-I/2025-26,"AR & MO of Non Residential Office Building of AAD, CPWD, Kahikuchi, Guwahati- 15.","₹5,52,892",10/06/2025 15:00,"₹11,058",10/06/2025 15:30
16/EE (E)/DED-21/2025-26 - Recall 1,"1. Upgradation of existing fire fighting system installed at IP Bhawan, New Delhi. (SH: Supplying & replacement of old/ defective jockey pump set & diesel engine pump set.) 2. Supplying & replacement of old/ defective diesel engine driven main fire pump and fire fighting control panel in AGCR & AGCW & M Building, New Delhi. 3. ARMO/ upgradation of intl. EI & fans, p/sets, lifts, s/stn., DG set, fire fighting, fire alarm, PA System, AC Units & water coolers at IP Bhawan, New Delhi. (SH: Supplying & fixing of PA System.)","₹28,49,920",10/06/2025 14:59,"₹56,998",10/06/2025 15:00
20/EE/Lucknow-I/2025-26,"Outsourcing comprehensive maintenance of civil operations relating to day to day maintenance & special repair etc. of GPRA residential quarters including IEI & fans etc. for Akanksha Parisar, Pocket-B, Jankipuram, Lucknow for 02 Months (2025-26)Subwork/Packages:Outsourcing comprehensive maintenance","₹9,85,065",10/06/2025 15:00,"₹19,701",10/06/2025 15:30
26/AE-4/II/C2D/2025-26/Chennai,"Provision for Raising of base of Chiller Plant Area IMU-HQ, Uthandi, Semmanchery campus, Chennai.Subwork/Packages:Provision for Raising of base of chiller Plant Area IMU-HQ, Uthandi, Semmancherrry campus, Chennai.","₹4,74,703",10/06/2025 15:00,"₹9,494",10/06/2025 15:30
36/AE(E)/KCESD-III/KCED-I/CPWD/2025-26,"MOEI & fans, RMO water pumping sets, of AIIH & PH at 110, C. R. Avenue, Kolkata and Hostel Building at 50, Kolutala Street, Kolkata (SH: Overhauling & servicing of APFC Panel of Transformer-1 & Transformer-2).","₹2,41,715",10/06/2025 15:00,"₹4,834",10/06/2025 15:30
2(3)/AE(E)213/DED-21/2025-26/207 Dt.03/06/2025,"Providing services for operation & maintenance of internal & external electrical installations, compound lighting & security lighting installed at Rajghat New DelhiSubwork/Packages:Providing of 15Hp diesel engine pump sets on hire basis at Rajghat Samadhi",₹0,10/06/2025 15:00,₹0,10/06/2025 15:30
10/2025-26/EE/Kol-I/Kolkata,"A/R & M/O Non-Residential building at 8, K.S.Roy Road, Kolkata during 2025-26. SH: day-to-day civil maintenance at PDA,PAG,LAD and Manager Bunglow.","₹14,66,914",10/06/2025 15:00,"₹29,339",10/06/2025 15:30
26/AE(E)/KCESD-II/KCED-3/CPWD/2025-26/Recall,"MOEI & Fans at CGO Complex, DF Block, Salt Lake, Kolkata during 2025-26(SH: Providing & Fixing Online UPS system at Newly Created Electrical Division Office, KCED-3, 4th Floor, DF Block, Salt Lake, Kolkata-64","₹4,43,911",10/06/2025 15:25,"₹8,878",10/06/2025 15:30
21/EE(C)-I/Vadodara/2025-26,"Providing Aluminium Windows with Granite clading and M.S. Grill of Type-III & Type-IV Residential Quarters of Income Tax Deptt. at Majura Gate, Surat. (SH. Only for Type-III Quarters) during 2025-26.","₹15,81,966",11/06/2025 15:00,"₹31,639",11/06/2025 15:30
63/2025-26/EE-I/AE-II/Shimla,"M/R to DPRA at Bemloe, Chotta Shimla and Park Area during 2025-26. SH:- Repair/Replacement of damaged G.S. sheet roofing & provision of concertina coil fencing for preventing monkey menace at Dundanian (L/F) at Chotta Shimla (H.P.)Subwork/Packages:M/R to DPRA at Bemloe, Chotta Shimla and Park Area during 2025-26. SH:- Repair/replacement of damaged G.S. sheet roofing & provision of concertina coil fencing for preventing monkey menace at Dundanian (L/F) at Chotta Shimla (H.P.)","₹5,53,380",06/06/2025 15:00,"₹11,068",06/06/2025 15:30
03/2025-26/EE/MD,Renovation & repair work in Qtr. No. 01 (Type-VI) in Income Tax colony at Mangal Pandey Nagar Meerut UP.Subwork/Packages:composite work,"₹29,99,782",10/06/2025 15:00,"₹59,996",10/06/2025 15:30
35/EE E/DED-61/2025-26,SUPPLY AND INSTALLATION OF ELECTRICAL PANEL DBS AND CABLE LAYING WORK FOR 100 KVA ONLINE UPS SYSTEM AT CSMRS NEW DELHI,"₹9,72,335",10/06/2025 15:00,"₹19,447",10/06/2025 15:30
02/AE(E)/Jodhpur/2025-26,Providing & Fixing of Photo luminescent Signage Board of various site at jurisdiction of Jodhpur Central Electrical Sub-Division CPWD Jodhpur,"₹1,52,334",10/06/2025 15:00,"₹3,047",10/06/2025 15:30
37/EE (E)/DED-21/2025-26 - Recall 1,"1. Repair/ maintenance of electrical panel & earthing at Certain Location at Air Force Station, New Delhi. 2. Provision of WTAC (Cap-1.5 TON) at various locations at Air Force Station, New Delhi. 3. Providing of 5 HP sewage pump at Air Force Station, New Delhi.","₹27,63,103",10/06/2025 14:59,"₹55,260",10/06/2025 15:00
27/AE(E)/KCESD-II/KCED-3/2025-26/Recall,"MOEI & Fans at CGO Complex at DF Block, Salt Lake, Kolkata-64 during 2025-26.(SH: Providing & Fixing AC Point with energy efficient Inverter  Type Air Conditioning System at accounts branch of KCD-III & BCED, 3rd Floor, F-Wing at CGO Complex.)","₹1,22,976",10/06/2025 15:25,"₹2,460",10/06/2025 15:30
09/NIT/EE/GD/2025-26,Furnishing of Ready Built Office Space for  Regional office of  Building of Indian Bureau of Mines at 5th Floor of HOUSEFED complex Dispur Guwahati SH Supplying and placing of furniture,"₹7,14,034",10/06/2025 15:00,"₹14,281",10/06/2025 15:30
62/2025-26/EE-I/AE-II/Shimla,"M/R to GPRA, Park Area & Chotta Shimla during 2025-26. SH:- Repair and replacement of false ceiling of Type-III Qtrs. No. 3 Oatland Bemloe, replacement of bathroom fittings, repair of seepage/leakage in bathroom/toilets of Type-II, GPRA Set No. 30 & 31 at Park Area Khallini Shimla.Subwork/Packages:M/R to GPRA, Park Area & Chotta Shimla during 2025-26. SH:- Repair and replacement of false ceiling of Type-III Qtrs. No. 3 Oatland Bemloe, replacement of bathroom fittings, repair of seepage/leakage in bathroom/toilets of Type-II, GPRA Set No. 30 & 31 at Park Area Khallini Shimla.","₹5,66,849",06/06/2025 15:00,"₹11,337",06/06/2025 15:30
02/EE/NITDD/CPWD/2025-26,"AR and MO residential building for DGMS at Sitarampur during 2025-26 SH: Day to day maintenance of internal and external water supply and sanitary line, sewerage line, tiles work etc. of DGMS at Sitarampur.Subwork/Packages:NA","₹23,62,058",10/06/2025 15:00,"₹47,241",10/06/2025 15:30
03/AE(E)Jodhpur/2025-26,"Supply and Replacement of Faulty Cable and Street Light Fittings Residential and Non Residential area at Custom and Central Excise, Jodhpur","₹5,12,321",10/06/2025 15:00,"₹10,246",10/06/2025 15:30
07/CE/Jaipur/2025-26,"Special Repair to 3 Nos. 180 Men barrack at CISF, MPRTC Behror (Kotputli) (Raj.) (SH: Upgradation and Renovation of Toilets and Barracks.)Subwork/Packages:Special Repair to 3 Nos. 180 Men barrack at CISF, MPRTC Behror (Kotputli) (Raj.) (SH: Upgradation and Renovation of Toilets and Barracks.)","₹5,12,57,396",17/06/2025 15:00,"₹10,25,148",17/06/2025 15:30
31/EE/CHD-I/2025-26/Modified,"Up-keeping and Management Services including House - keeping Caretaking & Watch and Ward and Catering Services to CPWD Inspection Bungalow and Transit Hostel at Sector-7 B, Chandigarh during 2025-26.","₹28,22,569",10/06/2025 15:00,"₹56,451",10/06/2025 15:30
NIT26/EE/PE/2025-26,Construction of footpath from Gate No 30 to RPKV along outer boundary at Sch B President Estate Rashtrapati Bhavan New Delhi,"₹63,57,998",10/06/2025 15:00,"₹1,27,160",10/06/2025 15:30
03/EE/NITDD/CPWD/2025-26,"AR and MO non residential building for DGMS at Sitarampur during 2025-26 SH: Clearing sewerage line, inspection pit, storm water drain, day to day maintenance and internal and external painting etc.Subwork/Packages:NA","₹11,45,771",10/06/2025 15:00,"₹22,915",10/06/2025 15:30
11/2025-26/EE/Kol-I/SD-C,"A/R & M/O Non-Residential Building at 1, Council House Street, Kolkata during 2025-26. SH: Day-to-day maintenance for water supply & sanitary installation.","₹5,70,396",10/06/2025 15:00,"₹11,408",10/06/2025 15:30
06/SE/DC-1/N-Divn/2025-26 (46/EE/NDN/2025-26),Upgradation of GPRA Tpe-7 Quarters at Pandara Road New Delhi during 2025-26. SH: Renovation work in Quarter No. AB-14 and AB-15 Pandara Road. Civil and E&M Works.Subwork/Packages:Civil and E&M Works,"₹1,79,88,035",10/06/2025 15:00,"₹3,59,761",10/06/2025 15:30
03/CE/BFLZ/2025-26,Replacement of Border Flood Lighting infrastracture along Indo-Pak Border in Rajasthan Sector. (715 Kms) Package IV Jaisalmer South Sector.Subwork/Packages:Package IV Jaisalmer South Sector,"₹72,35,93,646",24/06/2025 15:00,"₹82,35,936",24/06/2025 15:30
04/EE/NITDD/CPWD/2025-26,"Construction for 80 seated Girls Hostel with construction of dining hall, kitchen, MI room, warden room, matron room, store and women employee room for 80 seated Hostel at Sainik School, Purulia, West Bengal. SH: Providing, fabricating and placing at site 80 nos. single user bed.Subwork/Packages:NA","₹8,99,891",10/06/2025 15:00,"₹17,998",10/06/2025 15:30
12/EE/Kanpur/2025-26 Recall-1st,Construction of A Type two section school building 09 Nos Staff qtrs boundary wall ramp for handicapped upto 1st floor and other facilities including IEI and fans etc at Kendriya vidyalaya sumerpur hamirpur UP SH providing services of 03 Nos computer operators 01 No MTS and 01 No Sweeper Sub division II 01 No computer operator sub division III 01 No computer operator Account Branch 01 No computer operator sub division III 01 No MTS and O o EE K 01 No Sweeper,"₹5,37,552",06/06/2025 15:00,"₹10,751",06/06/2025 15:30
05/EE/GCD/2025-26,Up-gradation /Renovation work of  2Nos. Type-V quarters and water supply pipe line at Narcotics Colony Gwalior. (MP) During 2025-26,"₹65,03,618",11/06/2025 15:00,"₹1,30,072",11/06/2025 15:30
33/EE/CHD-I/2025-26,"Upgradation of Type VI Qtr. No. 30A of GPRA at Sector 38A, Chandigarh.","₹16,36,209",10/06/2025 15:00,"₹32,724",10/06/2025 15:30
14/EE(E)-PATNA/AE(E)-II/2025-26,"Maintenance of E and M installation at C R Colony, Salimpur Dumraha, Patna. (SH - Replacement of worn out feeder pillar, service connection cable and street light fitting at CR Colony, Salimpur Dumraha, Patna)","₹5,37,048",10/06/2025 15:00,"₹10,741",10/06/2025 15:30
19/EE(E)/Bhopal/2025-26,"Running Maintenance of EI, VRV AC, Wet riser / Fire Alarm, DG set, Lift etc. for GST Bhawan, Bhopal. (SH:- Providing Power Supply for existing Fire Alarm Panel).","₹63,165",10/06/2025 15:00,"₹1,263",10/06/2025 15:30
01/AE(E)-I/EE(E)/2025-26 (Re-call),"MOEI & fans, Sub-station equipment i.e. Transformer, LT Panel with switch gears, 140 KVA DG Set, Water pump sets, Lift, Wet riser system, Fire alarm system, AC machine, Compound light for GPOA building, Transit Hostel at Chirukandi Road, Ramnagar, Silchar (SH: Running & Maintenance of 02 Nos. of 13 Passenger Lifts (Make-Johnson) at Kendriya Sadan, Silchar, Assam.Subwork/Packages:Running & Maintenance of 02 Nos. of 13 Passenger Lifts (Make-Johnson) at Kendriya Sadan, Silchar, Assam.","₹3,88,644",17/06/2025 15:00,"₹7,773",17/06/2025 15:30
17/EE/GD-II/2025-26,Provision of Disabled Friendly Features and amenities at existing CGO II office Building and Replacement of Old Signage Board at CGO I and II,"₹27,36,020",10/06/2025 15:00,"₹54,720",10/06/2025 15:30
74/EE(E)/DED-101/2025-26,"Provision of fire fighting accessories and equipments in South Block, New Delhi.","₹30,33,941",09/06/2025 15:00,"₹60,679",09/06/2025 15:30
60/2025-26/EE-I/AE-I/Shimla,A/R and M/O to IIAS at R.P. Niwas Shimla during 2025-26. (SH: Provision of retaiing wall to prevent sliding of earth/slope in IIAS campus near Summer Hill Chowk.)Subwork/Packages:A/R and M/O to IIAS at R.P. Niwas Shimla during 2025-26. (SH: Provision of retaining wall to prevent sliding of earth/slope in IIAS campus near Summer HIll Chowk.),"₹5,41,639",10/06/2025 15:00,"₹10,833",10/06/2025 15:30
03 Recall/NIQ/EE and SM E /IPED/CPWD/2025 26     E,Chargeable to contigencies of the IISER Project work Sh providing manpower services  for data entry operator and office attendant for the office of Executive Engineer and SM E and office of Assistant Engineer E IPED CPWD BerhampurSubwork/Packages:Providing Manpower services for data entry operator and office attendant for the Office of Executive Engineer and SM E and Office of Assistant Engineer E IPED CPWD Berhampur,"₹5,56,416",10/06/2025 15:00,"₹11,128",12/06/2025 13:30
26(01)/GCESD/2025/208,"Replacement of lights in false ceiling in Auditorium at BISAG-N, Gandhinagar.",₹0,06/06/2025 15:00,₹0,06/06/2025 15:30
18/EE/GD-II/2025-26,AR and MO CBI Academy Kamal Nehru Nagar Ghaziabad dg 2025 26 SH Labour for day to day Maintenance,"₹27,36,590",10/06/2025 15:00,"₹54,732",10/06/2025 15:30
26(01)/GCESD/2025/209,"Maintenance of Electrical installation & Fans, Running & Maintenance of pump sets, compound lights and Air conditioners, Solar PV Generation & CCTV system in office building and Guest house of SOI, Sector-10A, at Gandhinagar and MOEI & Fans, R/M of Pump sets, compound lights in SOI colony sector-13 at Gandhinagar, suring the year 2024-25. SH: Repair/replacement of drinking water pumpset and accessories at SOI colony, Gandhinagar.",₹0,06/06/2025 15:00,₹0,06/06/2025 15:30
35/2025-26/EE-I/AE-HMR/Shimla,Development work of the HPTU campus with the development of playground with seating capacity 200 students and formal seating for the dignitaries and construction of Retaining wall for adequate retaining for Himachal Pradesh Technical University at village Daruhi Hamirpur HPSubwork/Packages:Repairing work of GRC cladding tiles and toilet at Academic block,"₹5,79,570",10/06/2025 15:00,"₹11,591",10/06/2025 15:30
03/AE(E)-I/Mumbai-I/2025-26-Recall-2,"Contingencies of various ongoing maintenance and construction works under Mumbai-I, CPWD, Mumbai-20. SH- Hiring of inspection vehicle for the O/o Electrical subdivision-I, Mumbai-26.Subwork/Packages:Hiring of inspection vehicle for the O/o Electrical sub division-I, Mumbai-26","₹4,66,035",10/06/2025 15:00,"₹9,321",10/06/2025 15:30
18/EE(E)/CPWD/Jaipur/2025-26/AE(E)-I/ Recall,Comprehensive maintenance of 2 Nos. 13 Passenger OMEGA Make lift at Regional Passport Office Jhalana Doongari Jaipur during F.Y. 2025-26 & 2026-27,"₹6,95,040",10/06/2025 15:00,"₹13,901",10/06/2025 15:30
24/EE(E)/Bhopal/2025-26,"Replacement of worn out cable from sump room to guard room in campus of CGO building, Nirman Sadan, Bhopal.","₹38,151",10/06/2025 15:00,₹763,10/06/2025 15:30
61/2025-26/EE-I/AE-I/Shimla,"Provision of RR masonry wall on back side and provision of railing at Mali line near Squire Hill IIAS Shimla. (Ch to: replacement of roofing, repaif of verandah and other miscellaneous works at Mali Line near Squire Hall).Subwork/Packages:Provision of RR masonry wall on back side and provision of railing at Mali Line near Squire Hall IIAS Shimla. (Ch to : Replacement of roofing, repair of verandah and other miscellaneous works at Mali Line near Squire Hall).","₹5,63,902",10/06/2025 15:00,"₹11,278",10/06/2025 15:30
A-1/AE(E)-III/MUMBAI-II/2025-26/108-H,"ARMO of electrical and mechanical services for the CBI office bldg at BKC, Mumbai. SH- Rising main repairing.Subwork/Packages:Rising main repairing.",₹0,10/06/2025 15:00,₹0,10/06/2025 15:30
13/EE/VBD/2025-26,"Providing and Fixing of Heat Control Film in meeting rooms, MS Framing work and miscellaneous works in Jawaharlal Nehru Bhawan, New Delhi dg. 2025-26Subwork/Packages:Providing and Fixing of Heat Control Film in meeting rooms, MS Framing work and miscellaneous works in Jawaharlal Nehru Bhawan, New Delhi dg. 2025-26","₹17,39,494",10/06/2025 15:00,"₹34,790",10/06/2025 15:30
14/MCSD/AE/e-tender/2025-26,C/o Kendriya Vidyalaya (A type-2 section) & 9 nos staff qtrs at Udupi SH Supply of computer operator / office Assistant for MCSD at MangaluruSubwork/Packages:Supply of computer operator/ office Assistant for MCSD at Mangalore,"₹4,16,232",10/06/2025 15:00,"₹8,325",10/06/2025 15:30
27/EE/CIID/2025-26/Chennai,Sheet roofing near the canteen guest house and Aavin parlour which includes polycarbonae and tensile proofing NIS Campus Tambaram Sanatorium Chennai,"₹68,34,775",11/06/2025 15:00,"₹1,36,696",11/06/2025 15:30
19/EE/GD-II/2025-26,AR and MO National CPWD Academy at Kamal Nehru Nagar Ghaziabad dg 2025 26 SH Providing Services of Computer Operators MTS and Driver at AE Office Sub Division II CPWD Academy Ghaziabad,"₹14,28,112",10/06/2025 15:00,"₹28,562",10/06/2025 15:30
NIQ02/EE(C) Raipur-II/CPWD/2025-26,"C/o Permanent campus of Indian Institute of Technology Bhilai at Kuterlabhata, Durg, Chhattisgarh. Phase -1 (Stage -1). Sh: Cleaning of STP collection sump in permanent campus of IIT Bhilai, Kutelabhata, Durg (C.G.).","₹1,93,050",06/06/2025 15:00,₹0,06/06/2025 15:30
43/EE/ASR/2025-26,"Repair for Boundary wall and Providing New Entrance Gate - Plot No.32-33 R. B, Dhuni Chand Road, Amritsar.","₹5,70,506",10/06/2025 15:00,"₹11,410",10/06/2025 15:30
16/AE-IV/EE&SM(C-II)/RAJARHAT/2025-2026,"Construction of Basement plus Ground Floor plus 10 storied building for State of the Art, Director General, GSI office at plot no. GN-40, Sector-V, Saltlake, Kolkata including Civil, Electrical and Mechanical and Horticulture works/services on EPC basis.
S.H: Providing services of office boy(semi-skilled) at the office of the Special Director General(Kol), CPWD, 5th floor, 1st MSO building, Nizam Palace, Kolkata-20 on contract basis.","₹4,90,560",10/06/2025 15:00,"₹9,811",10/06/2025 15:30
28/EE/C2D/2025-26/Chennai,Providing additional bathroom for bone setting room stainless steel handrails in therapy and miscellenous works in New and Old OPD of NIS campus Tambaram Sanatorium Chennai,"₹11,59,040",11/06/2025 15:00,"₹23,181",11/06/2025 15:30
19/EE/Lucknow-I/2025-26,"Construction of Lecture Hall Complex including IEI & Fans, fire alarm & PA system, wet riser & sprinkler system, VRF/VRV/Split Air conditioning system, online UPS system, audio visual system, DG set & Lifts etc. at BBAU, Lucknow UP)Subwork/Packages:Construction of lecture hall complex","₹15,37,32,558",18/06/2025 15:00,"₹25,37,326",18/06/2025 15:30
